"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","9","0","4","25","Compiling ControlRigXRayMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","0","4","4","Compiling RemoveSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","6","0","6","10","Compiling DebugEditorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","0","7","9","Compiling DebugMeshMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","6","0","6","6","Compiling GizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","17","0","1","173","Compiling M_DynamicMeshComponentVtxColor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","0","1","19","Compiling PhAT_NoCollisionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","0","1","19","Compiling PhAT_UnselectedMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","28","0","1","394","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","0","1","19","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","0","1","84","Compiling SplineEditorMeshMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","0","1","110","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","0","1","19","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","0","1","19","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","145","0","1","10336","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","0","1","681","Compiling FlattenMaterial_VT: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","4","0","1","13","Compiling UnlitMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","0","1","683","Compiling FlattenMaterial_WS_Normal_VT: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=0, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","0","1","697","Compiling FlattenMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","0","1","381","Compiling M_InvalidLightmapSettings: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithInstancedStaticMeshes}"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","0","1","34","Compiling EmissiveMeshMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","32","0","1","567","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","12","0","1","79","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","0","1","53","Compiling PhAT_JointLimitMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/ControlRig/M_Manip.M_Manip","0","9","0","1","53","Compiling M_Manip: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","0","1","26","Compiling M_VolumeRenderSphereTracePP: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","0","1","13","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","0","1","26","Compiling WorldPartitionSpatialHashGridPreviewMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","5","5","1","39","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","16","0","1","74","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","7","0","1","25","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","6","0","1","15","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","16","0","1","148","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","4","0","1","11","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","0","1","1253","Compiling m_SimpleVolumetricCloud: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","0","1","50","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","0","1","2113","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","0","1","3363","Compiling DefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","0","1","46969","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","0","2","324","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","0","1","26","Compiling PPM_DefaultCalibrationGrayscale: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","0","1","26","Compiling PPM_DefaultCalibrationColor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","0","1","3635","Compiling PreviewShadowIndicatorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","0","1","74","Compiling PhongSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/StarterContent/Materials/Stars_At_Night.Stars_At_Night","0","14","0","1","82","Compiling Stars_At_Night: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","0","1","1462","Compiling SpeedTreeMaster: Platform=PCD3D_SM5, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","0","1","854","Compiling SpeedTreeBillboardMaster: Platform=PCD3D_SM5, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}"
"/Game/Characters/Player/Tunic_R.Tunic_R","0","28","0","1","276","Compiling Tunic_R: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Characters/Sword/Sword_Mat.Sword_Mat","0","28","0","1","255","Compiling Sword_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Characters/Player/Tunic_L.Tunic_L","0","28","0","1","299","Compiling Tunic_L: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Characters/Player/Sword_Shield.Sword_Shield","0","28","0","1","292","Compiling Sword_Shield: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Characters/Player/Helm_1.Helm_1","0","28","0","1","263","Compiling Helm_1: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Characters/Player/Gladiator_213.Gladiator_213","0","28","0","1","325","Compiling Gladiator_213: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","0","1","13","Compiling M_LightStage_Skybox_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Characters/Player/Shoulder_armour1_4.Shoulder_armour1_4","0","28","0","1","274","Compiling Shoulder_armour1_4: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","0","1","108","Compiling LambertSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","0","1","116","Compiling OrenNayerMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_Subsurface|MSM_ClearCoat|MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Unlit.M_Unlit","0","16","0","1","120","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Unlit.M_Unlit","0","16","0","1","92","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","0","1","175","Compiling ThinTranslucentMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
